id,title,normative,old_priority,new_priority,edition,strategy,phase,release_gate,acceptance_v12
UAM-TIME-004,Capture first activity and last activity for configured workdays,The platform shall capture first activity and last activity for configured workdays.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-005,"Compare activity with assigned schedule, shift, holiday and timezone","The platform shall compare activity with assigned schedule, shift, holiday and timezone.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-006,Support overnight and split shifts,The platform shall support overnight and split shifts.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-007,"Calculate workday span, active ratio, focus blocks and context-switching metrics","The platform shall calculate workday span, active ratio, focus blocks and context-switching metrics.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-008,"Detect sustained overwork, after-hours work and insufficient recovery patterns as wellbeing signals, not disciplinary conclusions","The platform shall detect sustained overwork, after-hours work and insufficient recovery patterns as wellbeing signals, not disciplinary conclusions.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-009,Detect unusual login time or session duration as risk signals,The platform shall detect unusual login time or session duration as risk signals.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-010,Support transparent clock-in/clock-out mode for teams that need explicit attendance capture,The platform shall support transparent clock-in/clock-out mode for teams that need explicit attendance capture.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-011,Allow managers to correct approved attendance exceptions without altering raw telemetry,The platform shall allow managers to correct approved attendance exceptions without altering raw telemetry.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-012,Separate workforce time analytics from payroll-ready time unless explicit payroll rules are configured,The platform shall separate workforce time analytics from payroll-ready time unless explicit payroll rules are configured.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-013,Provide time trends by user/team/location without exposing unnecessary content,The platform shall provide time trends by user/team/location without exposing unnecessary content.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-014,Allow work-hours-only monitoring windows and stop excluded collection outside policy windows,The platform shall allow work-hours-only monitoring windows and stop excluded collection outside policy windows.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-015,Support timezone travel changes and remote-work schedules without corrupting baselines,The platform shall support timezone travel changes and remote-work schedules without corrupting baselines.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-TIME-016,Record calculation-rule/version provenance for every derived time metric,The platform shall record calculation-rule/version provenance for every derived time metric.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-COMM-001,"Capture email metadata including sender, recipients, direction, subject where enabled, timestamp and attachment metadata","The platform shall capture email metadata including sender, recipients, direction, subject where enabled, timestamp and attachment metadata.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-002,"Capture supported chat/message metadata including platform, participants, direction, timestamp and conversation/session identifiers","The platform shall capture supported chat/message metadata including platform, participants, direction, timestamp and conversation/session identifiers.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-003,"Collect message/email body content only in elevated policies with legal basis, minimization and role restrictions","The platform shall collect message/email body content only in elevated policies with legal basis, minimization and role restrictions.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-004,"Capture attachment name, type, size, hash/classification and transfer direction where supported","The platform shall capture attachment name, type, size, hash/classification and transfer direction where supported.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-005,Identify external recipients and first-time external communication relationships,The platform shall identify external recipients and first-time external communication relationships.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-006,Identify communications involving personal webmail or unsanctioned communication services where observable,The platform shall identify communications involving personal webmail or unsanctioned communication services where observable.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-007,Run keyword/category rules against authorized communication fields,The platform shall run keyword/category rules against authorized communication fields.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-008,Run sentiment/tone analysis only on content explicitly authorized for analysis and retain explanation/confidence,The platform shall run sentiment/tone analysis only on content explicitly authorized for analysis and retain explanation/confidence.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-009,"Detect abnormal communication volume, timing and external-recipient behavior against baselines","The platform shall detect abnormal communication volume, timing and external-recipient behavior against baselines.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-010,Detect sensitive-data findings in attachments and permitted message content,The platform shall detect sensitive-data findings in attachments and permitted message content.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-011,"Correlate communication activity with file, web, application, risk and identity events","The platform shall correlate communication activity with file, web, application, risk and identity events.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-012,Expose communication activity in case timelines with redaction and role-based reveal,The platform shall expose communication activity in case timelines with redaction and role-based reveal.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-013,Support Microsoft Exchange/Teams collection through supported cloud APIs where configured,The platform shall support Microsoft Exchange/Teams collection through supported cloud APIs where configured.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-014,Support Gmail/Google Workspace metadata through approved integration where added in scope,The platform shall support Gmail/Google Workspace metadata through approved integration where added in scope.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-015,Support Slack and other collaboration metadata through supported integrations/endpoint signals where added in scope,The platform shall support Slack and other collaboration metadata through supported integrations/endpoint signals where added in scope.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-016,Preserve source/provider message identifiers for deduplication and evidence provenance,The platform shall preserve source/provider message identifiers for deduplication and evidence provenance.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-017,"Classify communication events as internal, external, privileged/unknown and high-risk-destination","The platform shall classify communication events as internal, external, privileged/unknown and high-risk-destination.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-018,Support configurable retention distinct from other activity types,The platform shall support configurable retention distinct from other activity types.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-019,Prevent unrestricted full-text export of communication content without explicit permission and audit,The platform shall prevent unrestricted full-text export of communication content without explicit permission and audit.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-COMM-020,"Expose data-quality status when provider APIs, permissions or endpoint collectors create partial coverage","The platform shall expose data-quality status when provider APIs, permissions or endpoint collectors create partial coverage.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-KEY-001,Keystroke capture disabled by default,"The platform shall keep raw keystroke capture disabled by default and permit it only in focused, case-scoped or compliance-critical policies with approval and expiry.",MUST,SHOULD,Investigate,SURPASS,5,Investigate GA,
UAM-KEY-002,"Associate authorized keystrokes with user, device, application/window and timestamp context","The platform shall associate authorized keystrokes with user, device, application/window and timestamp context.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-KEY-003,Suppress password fields and configured sensitive input contexts whenever technically detectable,The platform shall suppress password fields and configured sensitive input contexts whenever technically detectable.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-KEY-004,Support keyword-trigger matching without retaining full raw keystroke streams when privacy policy selects detector-only mode,The platform shall support keyword-trigger matching without retaining full raw keystroke streams when privacy policy selects detector-only mode.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-KEY-005,"Redact payment, health and credential patterns before server-side storage where feasible","The platform shall redact payment, health and credential patterns before server-side storage where feasible.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-KEY-006,Expose a visible focused-monitoring indicator to authorized administrators and maintain approval provenance,The platform shall expose a visible focused-monitoring indicator to authorized administrators and maintain approval provenance.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-KEY-007,Enforce separate retention and export permissions for raw keystroke evidence,The platform shall enforce separate retention and export permissions for raw keystroke evidence.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-KEY-008,Report unsupported applications/secure fields where suppression guarantees cannot be made,The platform shall report unsupported applications/secure fields where suppression guarantees cannot be made.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-001,Continuous screenshot mode,The platform shall support continuous/interval screenshot capture only for explicitly authorized groups/policies and shall display storage/privacy impact before activation.,SHOULD,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-002,Capture keyword-triggered screenshots with trigger provenance,The platform shall capture keyword-triggered screenshots with trigger provenance.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-003,Capture activity-triggered screenshots for configured high-risk events,The platform shall capture activity-triggered screenshots for configured high-risk events.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-004,Support focused-observation screen capture with explicit start/expiry and case/policy linkage,The platform shall support focused-observation screen capture with explicit start/expiry and case/policy linkage.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-005,Support real-time screen view only for authorized roles and enabled endpoint policies,The platform shall support real-time screen view only for authorized roles and enabled endpoint policies.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-006,Create session replay from timestamped screenshots/events without requiring continuous video in normal mode,The platform shall create session replay from timestamped screenshots/events without requiring continuous video in normal mode.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-007,Support configurable screenshot frequency/FPS appropriate to observation level,The platform shall support configurable screenshot frequency/FPS appropriate to observation level.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-008,Capture configurable pre-event and post-event screenshot/evidence windows,The platform shall capture configurable pre-event and post-event screenshot/evidence windows.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-009,"Associate each screenshot with user, device, application/window, event IDs, alert IDs and case references","The platform shall associate each screenshot with user, device, application/window, event IDs, alert IDs and case references.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-010,Apply text/image redaction before ordinary analyst access where rules identify sensitive regions,The platform shall apply text/image redaction before ordinary analyst access where rules identify sensitive regions.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-011,Support role-based original-vs-redacted evidence reveal with justification and audit,The platform shall support role-based original-vs-redacted evidence reveal with justification and audit.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-012,Support screenshot OCR indexing for permitted evidence,The platform shall support screenshot OCR indexing for permitted evidence.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-013,Support regex/keyword/semantic search over OCR text while respecting redaction and access scope,The platform shall support regex/keyword/semantic search over OCR text while respecting redaction and access scope.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-014,Support screenshot deletion by authorized privacy administrators when no legal hold applies,The platform shall support screenshot deletion by authorized privacy administrators when no legal hold applies.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-015,Support retention tiers and compression/quality controls,The platform shall support retention tiers and compression/quality controls.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-016,"Support secure object storage with encryption, integrity hash and evidence provenance","The platform shall support secure object storage with encryption, integrity hash and evidence provenance.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-017,Detect black/secure screens and mark capture quality rather than presenting them as complete evidence,The platform shall detect black/secure screens and mark capture quality rather than presenting them as complete evidence.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-018,Support user-visible notification/pop-up when policy requires transparency,The platform shall support user-visible notification/pop-up when policy requires transparency.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-019,Prevent screenshots for Do Not Record apps/sites/windows and verify exclusion through test mode,The platform shall prevent screenshots for Do Not Record apps/sites/windows and verify exclusion through test mode.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-SCR-020,Expose screenshot volume/storage forecasts by policy before rollout,The platform shall expose screenshot volume/storage forecasts by policy before rollout.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
UAM-FILE-001,"Capture file create events with name, extension, path, size, user, device and source application when available","The platform shall capture file create events with name, extension, path, size, user, device and source application when available.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-002,Capture file open/read/access metadata where supported and appropriate,The platform shall capture file open/read/access metadata where supported and appropriate.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-003,Capture file write/modify events,The platform shall capture file write/modify events.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-004,Capture rename events with old and new names,The platform shall capture rename events with old and new names.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-005,Capture move events with old and new locations,The platform shall capture move events with old and new locations.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-006,Capture copy events with source and destination,The platform shall capture copy events with source and destination.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-007,Capture delete events and deletion context where observable,The platform shall capture delete events and deletion context where observable.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-008,Capture upload and download events from supported browser/cloud/file-transfer contexts,The platform shall capture upload and download events from supported browser/cloud/file-transfer contexts.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-009,Capture removable-media copy-in and copy-out events,The platform shall capture removable-media copy-in and copy-out events.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-010,"Capture print events with document, printer/device type, page count and copies where available","The platform shall capture print events with document, printer/device type, page count and copies where available.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-011,Capture cloud-storage file activity through supported endpoint/cloud integrations,The platform shall capture cloud-storage file activity through supported endpoint/cloud integrations.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-012,Capture network-share and mapped-drive activity where supported,The platform shall capture network-share and mapped-drive activity where supported.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-013,Compute cryptographic hashes for configured files/events with size/performance safeguards,The platform shall compute cryptographic hashes for configured files/events with size/performance safeguards.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-014,"Maintain file lineage across rename, move, copy, archive and transfer events when identifiers/hashes permit","The platform shall maintain file lineage across rename, move, copy, archive and transfer events when identifiers/hashes permit.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-015,Detect extension manipulation and misleading rename/obfuscation patterns,The platform shall detect extension manipulation and misleading rename/obfuscation patterns.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-016,Detect archive/compression and bulk staging behaviors,The platform shall detect archive/compression and bulk staging behaviors.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-017,Detect unusual file-access volume and velocity against user/peer baselines,The platform shall detect unusual file-access volume and velocity against user/peer baselines.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-018,Detect sensitive-file access followed by exfiltration-channel activity,The platform shall detect sensitive-file access followed by exfiltration-channel activity.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-019,Detect first-time removable storage and unusual removable-media usage,The platform shall detect first-time removable storage and unusual removable-media usage.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-020,Record removable-device vendor/product/serial identifiers where OS permissions provide them,The platform shall record removable-device vendor/product/serial identifiers where OS permissions provide them.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-021,"Classify destination as local, removable, network, approved cloud, unsanctioned cloud, webmail or other transfer channel","The platform shall classify destination as local, removable, network, approved cloud, unsanctioned cloud, webmail or other transfer channel.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-022,"Integrate sensitive-information type, sensitivity label and classification metadata when available","The platform shall integrate sensitive-information type, sensitivity label and classification metadata when available.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-023,Allow file/path exclusions and minimization policies,The platform shall allow file/path exclusions and minimization policies.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-024,Allow file-transfer warn/block controls for supported channels and elevated-risk states,The platform shall allow file-transfer warn/block controls for supported channels and elevated-risk states.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-025,Preserve event-source and collector confidence/coverage metadata,The platform shall preserve event-source and collector confidence/coverage metadata.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-026,Expose file lineage graph in investigations,The platform shall expose file lineage graph in investigations.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-027,"Expose file activity in global search using filename, path, hash, extension, destination, user and device filters","The platform shall expose file activity in global search using filename, path, hash, extension, destination, user and device filters.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-028,Support high-volume aggregation views that do not require loading every raw event,The platform shall support high-volume aggregation views that do not require loading every raw event.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-029,Support legal-hold preservation for selected file events/evidence,The platform shall support legal-hold preservation for selected file events/evidence.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-FILE-030,"Support secure evidence export with hashes, manifest and chain-of-custody metadata","The platform shall support secure evidence export with hashes, manifest and chain-of-custody metadata.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-001,Capture application/process network connection metadata where supported,The platform shall capture application/process network connection metadata where supported.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-002,"Capture remote domain/host, remote IP, port, protocol and connection timing","The platform shall capture remote domain/host, remote IP, port, protocol and connection timing.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-003,Capture bytes sent and received where supported without packet-content collection by default,The platform shall capture bytes sent and received where supported without packet-content collection by default.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-004,"Associate network events with user, device, process/application and session","The platform shall associate network events with user, device, process/application and session.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-005,"Classify destinations by corporate, approved SaaS, personal cloud, risky/malicious, unknown or other configured categories","The platform shall classify destinations by corporate, approved SaaS, personal cloud, risky/malicious, unknown or other configured categories.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-006,Detect unusual outbound volume/velocity relative to user and peer baseline,The platform shall detect unusual outbound volume/velocity relative to user and peer baseline.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-007,Detect new/rare destination relationships and first-seen external endpoints,The platform shall detect new/rare destination relationships and first-seen external endpoints.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-008,"Correlate network connections with file-transfer, browser, application and alert events","The platform shall correlate network connections with file-transfer, browser, application and alert events.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-009,Support network-context indicators such as corporate LAN/VPN/off-network without invasive packet capture,The platform shall support network-context indicators such as corporate LAN/VPN/off-network without invasive packet capture.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-010,Detect remote-access and tunneling/tool usage through application and destination intelligence where observable,The platform shall detect remote-access and tunneling/tool usage through application and destination intelligence where observable.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-011,"Expose network activity in user timeline, risk analysis and global search","The platform shall expose network activity in user timeline, risk analysis and global search.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-012,Support destination allow/warn/block actions through endpoint/network integrations when configured,The platform shall support destination allow/warn/block actions through endpoint/network integrations when configured.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-013,Retain only metadata by default and require explicit separate scope for content inspection,The platform shall retain only metadata by default and require explicit separate scope for content inspection.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
UAM-NET-014,Report collector limitations for encrypted/proxied/virtualized network contexts,The platform shall report collector limitations for encrypted/proxied/virtualized network contexts.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
PROD-001,Contextual productivity classification,"The platform shall classify productivity contextually by team, role, project and schedule rather than using one global application/site rating.",MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-002,"Calculate productive, neutral and unproductive active time using versioned classification rules","The platform shall calculate productive, neutral and unproductive active time using versioned classification rules.",MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-003,Calculate focus time using uninterrupted productive work windows,The platform shall calculate focus time using uninterrupted productive work windows.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-004,Calculate collaboration/communication time separately from focus work,The platform shall calculate collaboration/communication time separately from focus work.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-005,Calculate context-switching frequency and application transition patterns,The platform shall calculate context-switching frequency and application transition patterns.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-006,Calculate active/idle patterns without interpreting idle time as performance failure,The platform shall calculate active/idle patterns without interpreting idle time as performance failure.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-007,Provide user productivity trends over configurable comparison periods,The platform shall provide user productivity trends over configurable comparison periods.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-008,Provide team/department trends with minimum cohort-size privacy controls,The platform shall provide team/department trends with minimum cohort-size privacy controls.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-009,Provide workload/capacity indicators based on sustained activity patterns and schedules,The platform shall provide workload/capacity indicators based on sustained activity patterns and schedules.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-010,"Provide wellbeing/balance signals such as after-hours work, extended days and sustained overload without diagnostic labels","The platform shall provide wellbeing/balance signals such as after-hours work, extended days and sustained overload without diagnostic labels.",MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-011,Provide workflow-friction indicators for repetitive/manual process patterns,The platform shall provide workflow-friction indicators for repetitive/manual process patterns.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-012,Provide technology utilization analytics by application/category/licensed product,The platform shall provide technology utilization analytics by application/category/licensed product.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-013,Provide approved-vs-shadow application adoption insights,The platform shall provide approved-vs-shadow application adoption insights.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-014,"Provide AI-tool usage, adoption maturity and approved/shadow AI visibility","The platform shall provide AI-tool usage, adoption maturity and approved/shadow AI visibility.",MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-015,Analyze AI-tool adoption against productivity/workflow outcomes without attributing causality solely from correlation,The platform shall analyze AI-tool adoption against productivity/workflow outcomes without attributing causality solely from correlation.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-016,Identify potentially underused paid software licenses using usage evidence and configurable thresholds,The platform shall identify potentially underused paid software licenses using usage evidence and configurable thresholds.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-017,Provide manager coaching insights with explainable supporting metrics,The platform shall provide manager coaching insights with explainable supporting metrics.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-018,Provide employee/personal insights where organization policy enables transparent self-service,The platform shall provide employee/personal insights where organization policy enables transparent self-service.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-019,"Allow users/managers to annotate legitimate offline meetings, travel, training and leave without altering raw telemetry","The platform shall allow users/managers to annotate legitimate offline meetings, travel, training and leave without altering raw telemetry.",MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-020,Provide productivity goals/benchmarks using configurable peer/cohort comparison and guard against small-group deanonymization,The platform shall provide productivity goals/benchmarks using configurable peer/cohort comparison and guard against small-group deanonymization.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-021,Separate workforce analytics permissions from security investigation permissions,The platform shall separate workforce analytics permissions from security investigation permissions.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-022,Prevent raw keystroke/message/screenshot evidence from appearing in ordinary productivity dashboards by default,The platform shall prevent raw keystroke/message/screenshot evidence from appearing in ordinary productivity dashboards by default.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-023,Expose formula/rule version behind derived productivity metrics,The platform shall expose formula/rule version behind derived productivity metrics.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-024,Provide report and API access to aggregate productivity metrics subject to scope,The platform shall provide report and API access to aggregate productivity metrics subject to scope.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
PROD-025,Provide classification review workflows for newly observed apps/sites and disputed categorizations,The platform shall provide classification review workflows for newly observed apps/sites and disputed categorizations.,MUST,SHOULD,Workforce,ADAPT,2,Workforce GA,
IRM-RISK-001,Behavioral baseline,"The platform shall maintain rolling user and peer-group behavioral baselines for time, application, web, file, transfer, communication, network, location and sensitivity-access patterns.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-002,Maintain separate short-term and long-term baseline windows where detection type requires both,The platform shall maintain separate short-term and long-term baseline windows where detection type requires both.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-003,Build peer groups from organizational attributes plus behaviorally meaningful similarity with transparent membership,The platform shall build peer groups from organizational attributes plus behaviorally meaningful similarity with transparent membership.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-004,"Calculate anomaly signals for time, volume, velocity, destination, sequence, device, application, file and communication behavior","The platform shall calculate anomaly signals for time, volume, velocity, destination, sequence, device, application, file and communication behavior.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-005,Calculate individual risk score and risk trend,The platform shall calculate individual risk score and risk trend.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-006,Calculate group/team/department risk aggregation with drill-down,The platform shall calculate group/team/department risk aggregation with drill-down.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-007,Calculate organization risk posture using transparent aggregation rules,The platform shall calculate organization risk posture using transparent aggregation rules.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-008,"Maintain risk factors with type, evidence references, weight, confidence, first/last seen and decay behavior","The platform shall maintain risk factors with type, evidence references, weight, confidence, first/last seen and decay behavior.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-009,Explain every risk-score change with contributing factors and score delta,The platform shall explain every risk-score change with contributing factors and score delta.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-010,Maintain a risk ledger so investigators can reproduce historical scores from versioned signals/models,The platform shall maintain a risk ledger so investigators can reproduce historical scores from versioned signals/models.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-011,Support configurable deterministic risk rules independent of ML/AI models,The platform shall support configurable deterministic risk rules independent of ML/AI models.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-012,Support statistical anomaly models with model/version provenance,The platform shall support statistical anomaly models with model/version provenance.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-013,Support ML risk models with training/validation metadata and controlled deployment,The platform shall support ML risk models with training/validation metadata and controlled deployment.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-014,"Support risk-score boosters for prior confirmed cases, priority groups, high-impact users and abnormal deviation where policy permits","The platform shall support risk-score boosters for prior confirmed cases, priority groups, high-impact users and abnormal deviation where policy permits.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
